C:\Users\AEAE\Desktop\DSS\Scripts\python3.exe "D:\Git\DSS\DSSProj\Logistic Regression\LogisticReg.py"
C:\Users\AEAE\Desktop\DSS\lib\site-packages\sklearn\linear_model\logistic.py:433: FutureWarning: Default solver will be changed to 'lbfgs' in 0.22. Specify a solver to silence this warning.
  FutureWarning)
C:\Users\AEAE\Desktop\DSS\lib\site-packages\sklearn\linear_model\logistic.py:460: FutureWarning: Default multi_class will be changed to 'auto' in 0.22. Specify the multi_class option to silence this warning.
  "this warning.", FutureWarning)
[ 111 ]predicted:  3 , Actual result:  3 Y
[ 112 ]predicted:  2 , Actual result:  2 Y
[ 113 ]predicted:  4 , Actual result:  4 Y
[ 114 ]predicted:  2 , Actual result:  2 Y
[ 115 ]predicted:  3 , Actual result:  3 Y
[ 116 ]predicted:  3 , Actual result:  3 Y
[ 117 ]predicted:  7 , Actual result:  7 Y
[ 118 ]predicted:  8 , Actual result:  8 Y
[ 119 ]predicted:  8 , Actual result:  9 N
[ 120 ]predicted:  8 , Actual result:  8 Y
[ 121 ]predicted:  1 , Actual result:  1 Y
[ 122 ]predicted:  7 , Actual result:  7 Y
[ 123 ]predicted:  4 , Actual result:  4 Y
[ 124 ]predicted:  5 , Actual result:  5 Y
[ 125 ]predicted:  8 , Actual result:  8 Y
[ 126 ]predicted:  0 , Actual result:  0 Y
[ 127 ]predicted:  4 , Actual result:  4 Y
[ 128 ]predicted:  9 , Actual result:  9 Y
[ 129 ]predicted:  8 , Actual result:  8 Y
[ 130 ]predicted:  3 , Actual result:  3 Y
[ 131 ]predicted:  9 , Actual result:  9 Y
[ 132 ]predicted:  3 , Actual result:  3 Y
[ 133 ]predicted:  9 , Actual result:  9 Y
[ 134 ]predicted:  7 , Actual result:  7 Y
[ 135 ]predicted:  8 , Actual result:  8 Y
[ 136 ]predicted:  7 , Actual result:  7 Y
[ 137 ]predicted:  7 , Actual result:  7 Y
[ 138 ]predicted:  5 , Actual result:  5 Y
[ 139 ]predicted:  8 , Actual result:  8 Y
[ 140 ]predicted:  2 , Actual result:  2 Y
[ 141 ]predicted:  4 , Actual result:  4 Y
[ 142 ]predicted:  1 , Actual result:  4 N
[ 143 ]predicted:  2 , Actual result:  2 Y
[ 144 ]predicted:  8 , Actual result:  8 Y
[ 145 ]predicted:  5 , Actual result:  5 Y
[ 146 ]predicted:  0 , Actual result:  0 Y
[ 147 ]predicted:  3 , Actual result:  3 Y
[ 148 ]predicted:  0 , Actual result:  0 Y
[ 149 ]predicted:  4 , Actual result:  4 Y
[ 150 ]predicted:  5 , Actual result:  5 Y
[ 151 ]predicted:  5 , Actual result:  5 Y
[ 152 ]predicted:  7 , Actual result:  7 Y
[ 153 ]predicted:  6 , Actual result:  6 Y
[ 154 ]predicted:  0 , Actual result:  0 Y
[ 155 ]predicted:  0 , Actual result:  0 Y
[ 156 ]predicted:  9 , Actual result:  9 Y
[ 157 ]predicted:  5 , Actual result:  5 Y
[ 158 ]predicted:  0 , Actual result:  0 Y
[ 159 ]predicted:  8 , Actual result:  8 Y
[ 160 ]predicted:  0 , Actual result:  0 Y
[ 161 ]predicted:  5 , Actual result:  5 Y
[ 162 ]predicted:  3 , Actual result:  3 Y
[ 163 ]predicted:  1 , Actual result:  1 Y
[ 164 ]predicted:  9 , Actual result:  9 Y
[ 165 ]predicted:  6 , Actual result:  6 Y
[ 166 ]predicted:  9 , Actual result:  9 Y
[ 167 ]predicted:  1 , Actual result:  1 Y
[ 168 ]predicted:  4 , Actual result:  4 Y
[ 169 ]predicted:  8 , Actual result:  8 Y
[ 170 ]predicted:  2 , Actual result:  2 Y
[ 171 ]predicted:  8 , Actual result:  8 Y
[ 172 ]predicted:  9 , Actual result:  9 Y
[ 173 ]predicted:  4 , Actual result:  4 Y
[ 174 ]predicted:  5 , Actual result:  5 Y
[ 175 ]predicted:  9 , Actual result:  9 Y
[ 176 ]predicted:  0 , Actual result:  0 Y
[ 177 ]predicted:  0 , Actual result:  0 Y
[ 178 ]predicted:  3 , Actual result:  3 Y
[ 179 ]predicted:  7 , Actual result:  7 Y
[ 180 ]predicted:  9 , Actual result:  9 Y
[ 181 ]predicted:  6 , Actual result:  6 Y
[ 182 ]predicted:  2 , Actual result:  2 Y
[ 183 ]predicted:  5 , Actual result:  5 Y
[ 184 ]predicted:  8 , Actual result:  8 Y
[ 185 ]predicted:  9 , Actual result:  9 Y
[ 186 ]predicted:  2 , Actual result:  2 Y
[ 187 ]predicted:  5 , Actual result:  5 Y
[ 188 ]predicted:  7 , Actual result:  7 Y
[ 189 ]predicted:  1 , Actual result:  1 Y
[ 190 ]predicted:  6 , Actual result:  6 Y
[ 191 ]predicted:  2 , Actual result:  2 Y
[ 192 ]predicted:  3 , Actual result:  3 Y
[ 193 ]predicted:  9 , Actual result:  9 Y
[ 194 ]predicted:  0 , Actual result:  0 Y
[ 195 ]predicted:  8 , Actual result:  8 Y
[ 196 ]predicted:  3 , Actual result:  3 Y
[ 197 ]predicted:  9 , Actual result:  9 Y
[ 198 ]predicted:  9 , Actual result:  9 Y
[ 199 ]predicted:  9 , Actual result:  9 Y
[ 200 ]predicted:  4 , Actual result:  6 N
[ 201 ]predicted:  7 , Actual result:  4 N
[ 202 ]predicted:  5 , Actual result:  5 Y
[ 203 ]predicted:  5 , Actual result:  5 Y
[ 204 ]predicted:  5 , Actual result:  5 Y
[ 205 ]predicted:  5 , Actual result:  6 N
[ 206 ]predicted:  3 , Actual result:  3 Y
[ 207 ]predicted:  6 , Actual result:  6 Y
[ 208 ]predicted:  5 , Actual result:  5 Y
[ 209 ]predicted:  7 , Actual result:  7 Y
[ 210 ]predicted:  5 , Actual result:  5 Y
[ 211 ]predicted:  7 , Actual result:  7 Y
[ 212 ]predicted:  4 , Actual result:  4 Y
[ 213 ]predicted:  5 , Actual result:  5 Y
[ 214 ]predicted:  1 , Actual result:  1 Y
[ 215 ]predicted:  2 , Actual result:  2 Y
[ 216 ]predicted:  6 , Actual result:  6 Y
[ 217 ]predicted:  0 , Actual result:  0 Y
[ 218 ]predicted:  3 , Actual result:  3 Y
[ 219 ]predicted:  3 , Actual result:  3 Y
[ 220 ]predicted:  3 , Actual result:  3 Y
[ 221 ]predicted:  9 , Actual result:  9 Y
[ 222 ]predicted:  6 , Actual result:  6 Y
[ 223 ]predicted:  3 , Actual result:  3 Y
[ 224 ]predicted:  1 , Actual result:  1 Y
[ 225 ]predicted:  7 , Actual result:  7 Y
[ 226 ]predicted:  2 , Actual result:  2 Y
[ 227 ]predicted:  7 , Actual result:  7 Y
[ 228 ]predicted:  7 , Actual result:  7 Y
[ 229 ]predicted:  0 , Actual result:  0 Y
[ 230 ]predicted:  6 , Actual result:  6 Y
[ 231 ]predicted:  3 , Actual result:  3 Y
[ 232 ]predicted:  9 , Actual result:  9 Y
[ 233 ]predicted:  8 , Actual result:  8 Y
[ 234 ]predicted:  2 , Actual result:  2 Y
[ 235 ]predicted:  1 , Actual result:  1 Y
[ 236 ]predicted:  6 , Actual result:  6 Y
[ 237 ]predicted:  1 , Actual result:  8 N
[ 238 ]predicted:  2 , Actual result:  2 Y
[ 239 ]predicted:  5 , Actual result:  5 Y
[ 240 ]predicted:  4 , Actual result:  4 Y
[ 241 ]predicted:  0 , Actual result:  0 Y
[ 242 ]predicted:  8 , Actual result:  8 Y
[ 243 ]predicted:  6 , Actual result:  6 Y
[ 244 ]predicted:  2 , Actual result:  2 Y
[ 245 ]predicted:  3 , Actual result:  2 N
[ 246 ]predicted:  3 , Actual result:  3 Y
[ 247 ]predicted:  7 , Actual result:  7 Y
[ 248 ]predicted:  6 , Actual result:  6 Y
[ 249 ]predicted:  2 , Actual result:  2 Y
[ 250 ]predicted:  0 , Actual result:  0 Y
[ 251 ]predicted:  8 , Actual result:  8 Y
[ 252 ]predicted:  1 , Actual result:  1 Y
[ 253 ]predicted:  7 , Actual result:  7 Y
[ 254 ]predicted:  8 , Actual result:  8 Y
[ 255 ]predicted:  5 , Actual result:  5 Y
[ 256 ]predicted:  4 , Actual result:  4 Y
[ 257 ]predicted:  3 , Actual result:  3 Y
[ 258 ]predicted:  8 , Actual result:  8 Y
[ 259 ]predicted:  8 , Actual result:  8 Y
[ 260 ]predicted:  6 , Actual result:  6 Y
[ 261 ]predicted:  7 , Actual result:  7 Y
[ 262 ]predicted:  6 , Actual result:  6 Y
[ 263 ]predicted:  6 , Actual result:  6 Y
[ 264 ]predicted:  2 , Actual result:  2 Y
[ 265 ]predicted:  3 , Actual result:  3 Y
[ 266 ]predicted:  5 , Actual result:  5 Y
[ 267 ]predicted:  7 , Actual result:  7 Y
[ 268 ]predicted:  8 , Actual result:  5 N
[ 269 ]predicted:  5 , Actual result:  5 Y
[ 270 ]predicted:  3 , Actual result:  3 Y
[ 271 ]predicted:  6 , Actual result:  6 Y
[ 272 ]predicted:  5 , Actual result:  5 Y
[ 273 ]predicted:  6 , Actual result:  6 Y
[ 274 ]predicted:  1 , Actual result:  1 Y
[ 275 ]predicted:  0 , Actual result:  0 Y
[ 276 ]predicted:  2 , Actual result:  2 Y
[ 277 ]predicted:  3 , Actual result:  3 Y
[ 278 ]predicted:  2 , Actual result:  2 Y
[ 279 ]predicted:  4 , Actual result:  4 Y
[ 280 ]predicted:  1 , Actual result:  1 Y
[ 281 ]predicted:  3 , Actual result:  3 Y
[ 282 ]predicted:  5 , Actual result:  5 Y
[ 283 ]predicted:  9 , Actual result:  9 Y
[ 284 ]predicted:  7 , Actual result:  7 Y
[ 285 ]predicted:  3 , Actual result:  3 Y
[ 286 ]predicted:  1 , Actual result:  1 Y
[ 287 ]predicted:  5 , Actual result:  5 Y
[ 288 ]predicted:  1 , Actual result:  1 Y
[ 289 ]predicted:  1 , Actual result:  1 Y
[ 290 ]predicted:  5 , Actual result:  5 Y
[ 291 ]predicted:  9 , Actual result:  9 Y
[ 292 ]predicted:  2 , Actual result:  2 Y
[ 293 ]predicted:  9 , Actual result:  9 Y
[ 294 ]predicted:  7 , Actual result:  7 Y
[ 295 ]predicted:  8 , Actual result:  8 Y
[ 296 ]predicted:  7 , Actual result:  7 Y
[ 297 ]predicted:  2 , Actual result:  2 Y
[ 298 ]predicted:  8 , Actual result:  8 Y
[ 299 ]predicted:  0 , Actual result:  0 Y
[ 300 ]predicted:  5 , Actual result:  5 Y
[ 301 ]predicted:  7 , Actual result:  7 Y
[ 302 ]predicted:  4 , Actual result:  4 Y
[ 303 ]predicted:  9 , Actual result:  9 Y
[ 304 ]predicted:  0 , Actual result:  0 Y
[ 305 ]predicted:  0 , Actual result:  0 Y
[ 306 ]predicted:  2 , Actual result:  2 Y
[ 307 ]predicted:  0 , Actual result:  0 Y
[ 308 ]predicted:  8 , Actual result:  8 Y
[ 309 ]predicted:  3 , Actual result:  3 Y
[ 310 ]predicted:  0 , Actual result:  0 Y
[ 311 ]predicted:  3 , Actual result:  3 Y
[ 312 ]predicted:  1 , Actual result:  8 N
[ 313 ]predicted:  9 , Actual result:  9 Y
[ 314 ]predicted:  6 , Actual result:  6 Y
[ 315 ]predicted:  4 , Actual result:  4 Y
[ 316 ]predicted:  6 , Actual result:  6 Y
[ 317 ]predicted:  9 , Actual result:  9 Y
[ 318 ]predicted:  2 , Actual result:  2 Y
[ 319 ]predicted:  7 , Actual result:  7 Y
[ 320 ]predicted:  0 , Actual result:  0 Y
[ 321 ]predicted:  6 , Actual result:  6 Y
[ 322 ]predicted:  4 , Actual result:  4 Y
[ 323 ]predicted:  7 , Actual result:  7 Y
[ 324 ]predicted:  5 , Actual result:  5 Y
[ 325 ]predicted:  0 , Actual result:  0 Y
[ 326 ]predicted:  2 , Actual result:  2 Y
[ 327 ]predicted:  6 , Actual result:  6 Y
[ 328 ]predicted:  1 , Actual result:  1 Y
[ 329 ]predicted:  2 , Actual result:  2 Y
[ 330 ]predicted:  3 , Actual result:  3 Y
[ 331 ]predicted:  7 , Actual result:  7 Y
[ 332 ]predicted:  0 , Actual result:  0 Y
[ 333 ]predicted:  9 , Actual result:  9 Y
[ 334 ]predicted:  9 , Actual result:  9 Y
[ 335 ]predicted:  3 , Actual result:  3 Y
[ 336 ]predicted:  6 , Actual result:  6 Y
[ 337 ]predicted:  5 , Actual result:  5 Y
[ 338 ]predicted:  6 , Actual result:  6 Y
[ 339 ]predicted:  9 , Actual result:  9 Y
[ 340 ]predicted:  1 , Actual result:  1 Y
[ 341 ]predicted:  4 , Actual result:  4 Y
[ 342 ]predicted:  7 , Actual result:  7 Y
[ 343 ]predicted:  3 , Actual result:  3 Y
[ 344 ]predicted:  1 , Actual result:  1 Y
[ 345 ]predicted:  8 , Actual result:  8 Y
[ 346 ]predicted:  7 , Actual result:  7 Y
[ 347 ]predicted:  6 , Actual result:  6 Y
[ 348 ]predicted:  3 , Actual result:  3 Y
[ 349 ]predicted:  7 , Actual result:  7 Y
[ 350 ]predicted:  5 , Actual result:  5 Y
[ 351 ]predicted:  6 , Actual result:  6 Y
[ 352 ]predicted:  1 , Actual result:  1 Y
[ 353 ]predicted:  7 , Actual result:  7 Y
[ 354 ]predicted:  6 , Actual result:  6 Y
[ 355 ]predicted:  2 , Actual result:  2 Y
[ 356 ]predicted:  6 , Actual result:  6 Y
[ 357 ]predicted:  8 , Actual result:  8 Y
[ 358 ]predicted:  2 , Actual result:  2 Y
[ 359 ]predicted:  8 , Actual result:  8 Y
Model Accuracy: 0.9611111111111111

-- Process finished with exit code 0 --
(( Manually ))
Incorrect Predictions: 14
Correct Predictions: 346
Accuracy: %96.11111111111111
